latitude,longitude
-6.0025318,35.3917238
-6.0031213,35.3930300
-6.0034947,35.3938454
-6.0039455,35.3949559
-6.0042043,35.3956613
-6.0045084,35.3966054
-6.0047324,35.3974084
-6.0052739,35.3993610
-6.0056447,35.4007816
-6.1753850,35.7381742
-6.1752112,35.7380748
-6.1736292,35.7355294
-6.1674365,35.7268037
-6.1646408,35.7273753
-6.1643992,35.7298790
-6.1648553,35.7318901
-6.1648634,35.7313594
-6.1646673,35.7323437
-6.1967396,35.7282182
-6.1964592,35.7284879
-6.1964980,35.7284042
-6.1963708,35.7290759
-6.1962053,35.7298312
-6.1959543,35.7304676
-6.1946206,35.7328203
-6.1947303,35.7330421
-6.2014949,35.7291810
-6.2013664,35.7289944
-6.2009643,35.7286456
-6.2008195,35.7285767
-6.2010890,35.7287307
-6.2004289,35.7284809
-6.1978415,35.7283689
-6.1946377,35.7325314
-6.1946163,35.7326129
-6.1942255,35.7360138
-6.1931724,35.7363254
-6.1924361,35.7366610
-6.1922093,35.7370816
-6.1923668,35.7369584
-6.1936304,35.7365179
-6.1939074,35.7363921
-6.1937647,35.7364466
-6.1942007,35.7363734
-6.1945592,35.7364982
-6.1949366,35.7369813
-6.1948336,35.7371899
-6.1945974,35.7385788
-6.1920966,35.7374127
-6.1921799,35.7374403
-6.1922813,35.7374819
-6.1923735,35.7375065
-6.1924503,35.7375163
-6.1925215,35.7375091
-6.1926134,35.7374830
-6.1927200,35.7374631
-6.1927960,35.7374711
-6.1928547,35.7374980
-6.1929213,35.7375422
-6.1929960,35.7376267
-6.1931586,35.7378185
-6.1932426,35.7378923
-6.1933413,35.7379741
-6.1934266,35.7380398
-6.1935346,35.7381004
-6.1936333,35.7381310
-6.1937546,35.7381471
-6.1938439,35.7381524
-6.1939466,35.7381363
-6.1940479,35.7381015
-6.1941759,35.7380087
-6.1943965,35.7378256
-6.1945417,35.7376813
-6.1909190,35.7345228
-6.1906866,35.7347264
-6.1906321,35.7347856
-6.1905987,35.7348669
-6.1904783,35.7355076
-6.1904799,35.7355741
-6.1905044,35.7356496
-6.1908975,35.7362490
-6.1910559,35.7363157
-6.1918747,35.7361756
-6.1919467,35.7361354
-6.1919894,35.7360603
-6.1919894,35.7359822
-6.1919227,35.7356258
-6.1919120,35.7355318
-6.1919255,35.7354468
-6.1920208,35.7349499
-6.1913236,35.7347808
-6.1912580,35.7355154
-6.1913362,35.7362891
-6.1915761,35.7374875
-6.1840675,35.7622681
-6.1840399,35.7624684
-6.1839909,35.7626625
-6.1839143,35.7627796
-6.1836968,35.7629922
-6.1834794,35.7632017
-6.1832649,35.7633711
-6.1832764,35.7631938
-6.1832497,35.7630329
-6.1831804,35.7628987
-6.1830630,35.7627512
-6.1828844,35.7626547
-6.1826977,35.7625849
-6.1823991,35.7625554
-6.1819297,35.7625474
-6.1813644,35.7625608
-6.1809618,35.7625447
-6.1804231,35.7625125
-6.1798444,35.7624267
-6.1795351,35.7623838
-6.1792605,35.7622979
-6.1788791,35.7621102
-6.1786445,35.7619707
-6.1784658,35.7618902
-6.1783298,35.7618500
-6.1781538,35.7618205
-6.1779805,35.7618312
-6.1776738,35.7619063
-6.1775645,35.7619787
-6.1774711,35.7621182
-6.1773911,35.7622899
-6.1773351,35.7624964
-6.1773005,35.7627137
-6.1773058,35.7628773
-6.1773298,35.7630221
-6.1773965,35.7631375
-6.1774605,35.7632394
-6.1775378,35.7633038
-6.1776365,35.7633789
-6.1777485,35.7634352
-6.1778738,35.7634781
-6.1790311,35.7637222
-6.1801404,35.7640226
-6.1819112,35.7644630
-6.1821108,35.7644957
-6.1823198,35.7645050
-6.1825426,35.7645097
-6.1827283,35.7644490
-6.1828676,35.7643462
-6.1829883,35.7641968
-6.1832142,35.7635226
-6.1808181,35.7634971
-6.1819074,35.7635087
-6.1818549,35.7647228
-6.1817538,35.7649891
-6.1816770,35.7652188
-6.1815420,35.7654942
-6.1745005,35.7632460
-6.1748057,35.7638794
-6.1751303,35.7630562
-6.1750236,35.7628973
-6.1892006,35.7409860
-6.1890720,35.7411305
-6.1827654,35.7409103
-6.1864890,35.7583224
-6.1840172,35.7586937
-6.1829090,35.7599905
-6.1853853,35.7584882
-6.1814269,35.7525582
-6.1816830,35.7526897
-6.1817911,35.7521068
-6.1814301,35.7522105
-6.1814790,35.7526166
-6.1817304,35.7520886
-6.1813393,35.7524244
-6.1810731,35.7529313
-6.1816674,35.7520836
-6.1818769,35.7515368
-6.1818635,35.7516628
-6.1818449,35.7517514
-6.1818142,35.7518426
-6.1817675,35.7519136
-6.1817036,35.7519954
-6.1816047,35.7520920
-6.1816522,35.7495023
-6.1813716,35.7478890
-6.1812836,35.7479011
-6.1819702,35.7513276
-6.1819569,35.7516642
-6.1819329,35.7522294
-6.1812123,35.7466104
-6.1811563,35.7466264
-6.1810963,35.7466694
-6.1810670,35.7467324
-6.1810689,35.7467813
-6.1811403,35.7468799
-6.1812016,35.7468973
-6.1812763,35.7469001
-6.1813443,35.7468920
-6.1814416,35.7468437
-6.1814650,35.7467981
-6.1814696,35.7467458
-6.1814643,35.7466962
-6.1814403,35.7466546
-6.1814016,35.7466238
-6.1813536,35.7466090
-6.1813016,35.7466023
-6.1812603,35.7466023
-6.1829437,35.7464029
-6.1815262,35.7466268
-6.1815474,35.7467617
-6.1816189,35.7467151
-6.1817045,35.7466685
-6.1811184,35.7466496
-6.1813189,35.7465566
-6.1812760,35.7464894
-6.1812580,35.7464061
-6.1789357,35.7468876
-6.1789312,35.7472411
-6.1790736,35.7472303
-6.1790859,35.7474028
-6.1789322,35.7474321
-6.1788852,35.7472442
-6.1793585,35.7473489
-6.1793677,35.7474691
-6.1793447,35.7471517
-6.1793492,35.7472164
-6.1782512,35.7471872
-6.1786310,35.7471810
-6.1786356,35.7472164
-6.1788623,35.7471718
-6.1789465,35.7475815
-6.1789205,35.7475908
-6.1789281,35.7476262
-6.1787183,35.7476632
-6.1787014,35.7474876
-6.1783109,35.7475707
-6.1809916,35.7466941
-6.1808356,35.7467048
-6.1803502,35.7467249
-6.1785729,35.7467490
-6.1782863,35.7467584
-6.1780463,35.7467625
-6.1779889,35.7467692
-6.1778596,35.7467906
-6.1775503,35.7468443
-6.1772423,35.7469073
-6.1765370,35.7470401
-6.1757466,35.7471898
-6.1741623,35.7474893
-6.1740116,35.7475135
-6.1738690,35.7475175
-6.1729099,35.7474876
-6.1726811,35.7474801
-6.1723228,35.7474814
-6.1716683,35.7474978
-6.1715725,35.7474965
-6.1714919,35.7474856
-6.1714321,35.7474581
-6.1713863,35.7474290
-6.1713530,35.7473861
-6.1713330,35.7473136
-6.1713223,35.7472265
-6.1712890,35.7473499
-6.1713170,35.7474370
-6.1713793,35.7475112
-6.1714409,35.7475461
-6.1715024,35.7475596
-6.1715805,35.7475695
-6.1723277,35.7475591
-6.1726250,35.7475564
-6.1736010,35.7476047
-6.1737717,35.7476087
-6.1739170,35.7476047
-6.1740743,35.7475872
-6.1750583,35.7474062
-6.1757573,35.7472810
-6.1779969,35.7468617
-6.1780849,35.7468510
-6.1782143,35.7468469
-6.1785156,35.7468335
-6.1803462,35.7468094
-6.1806089,35.7468000
-6.1808042,35.7467980
-6.1809656,35.7467973
-6.1810329,35.7468148
-6.1805641,35.7438937
-6.1800608,35.7447366
-6.1796948,35.7456037
-6.1781470,35.7463591
-6.1781026,35.7466272
-6.1781116,35.7467584
-6.1760697,35.7482358
-6.1757843,35.7482809
-6.1759648,35.7483922
-6.1762856,35.7501695
-6.1762559,35.7493526
-6.1760109,35.7493939
-6.1748578,35.7495986
-6.1746602,35.7484598
-6.1728832,35.7674752
-6.1692996,35.7760381
-6.1692221,35.7762219
-6.1686737,35.7600668
-6.1689508,35.7598392
-6.1690762,35.7596851
-6.1691691,35.7594936
-6.1692178,35.7593138
-6.1699741,35.7425391
-6.1694659,35.7428892
-6.1694235,35.7428189
-6.1684020,35.7405003
-6.1683927,35.7408365
-6.1684252,35.7411728
-6.1693081,35.7412235
-6.1692145,35.7410560
-6.1691634,35.7407805
-6.1691257,35.7400003
-6.3093295,35.7443170
-6.3069221,35.7441795
-6.3001333,35.7435464
-6.2345452,35.7118410
-6.2152995,35.7267844
-6.3254271,35.4332350
-6.3276283,35.4385351
-6.3284641,35.4396281
-6.1428607,35.7698200
-6.1429167,35.7699257
-6.1429863,35.7701358
-6.1430351,35.7702316
-6.1431140,35.7705281
-6.1431117,35.7706355
-6.1431605,35.7706986
-6.1431697,35.7707756
-6.1431605,35.7708667
-6.1431963,35.7710162
-6.1448233,35.7721621
-6.1448162,35.7720382
-6.1448268,35.7719214
-6.1448866,35.7717799
-6.1449253,35.7715640
-6.1449253,35.7714189
-6.1449710,35.7712136
-6.1449816,35.7710119
-6.1449886,35.7708455
-6.1450062,35.7707394
-6.1449822,35.7705757
-6.1449609,35.7704390
-6.1449929,35.7702431
-6.1450249,35.7700822
-6.1451396,35.7696665
-6.1452036,35.7695297
-6.1452302,35.7694117
-6.1453102,35.7691434
-6.1454063,35.7689718
-6.1454329,35.7688645
-6.1454596,35.7687089
-6.1455076,35.7685534
-6.1455716,35.7683978
-6.1456116,35.7683012
-6.1458276,35.7677675
-6.1458916,35.7675878
-6.1459156,35.7674751
-6.1459503,35.7673517
-6.1459529,35.7672632
-6.1459503,35.7671345
-6.1459583,35.7669816
-6.1459796,35.7668582
-6.1460303,35.7667455
-6.1460916,35.7664746
-6.1461663,35.7660374
-6.1461876,35.7659918
-6.1462303,35.7659597
-6.1463023,35.7658926
-6.1463796,35.7658551
-6.1464730,35.7657424
-6.1465210,35.7656351
-6.1465210,35.7655305
-6.1464890,35.7654500
-6.1464410,35.7654125
-6.1462010,35.7653025
-6.1461636,35.7651523
-6.1461263,35.7650236
-6.1460623,35.7649056
-6.1460009,35.7647956
-6.1459636,35.7647232
-6.1460863,35.7646132
-6.1461903,35.7645005
-6.1462810,35.7643798
-6.1464036,35.7642296
-6.1464730,35.7641089
-6.1465316,35.7639641
-6.1465690,35.7637871
-6.1465876,35.7636530
-6.1466303,35.7634893
-6.1466890,35.7631755
-6.1467610,35.7629449
-6.1468090,35.7628215
-6.1469050,35.7626445
-6.1469663,35.7624996
-6.1470597,35.7623601
-6.1471317,35.7622609
-6.1471717,35.7621456
-6.1472490,35.7620892
-6.1473423,35.7620570
-6.1474250,35.7620758
-6.1475397,35.7620731
-6.1476064,35.7620651
-6.1475797,35.7619498
-6.1475530,35.7618532
-6.1474970,35.7617057
-6.1474943,35.7615743
-6.1474810,35.7613758
-6.1474917,35.7612470
-6.1474863,35.7611719
-6.1474917,35.7610915
-6.1474863,35.7610110
-6.1474730,35.7609252
-6.1474010,35.7608715
-6.1473103,35.7608179
-6.1471877,35.7607991
-6.1470730,35.7607750
-6.1469797,35.7607213
-6.1468970,35.7606730
-6.1464703,35.7603270
-6.1464036,35.7602278
-6.1463503,35.7600829
-6.1462836,35.7599435
-6.1459876,35.7596484
-6.1457023,35.7592515
-6.1454383,35.7589993
-6.1452382,35.7587928
-6.1451316,35.7586211
-6.1450036,35.7584253
-6.1448382,35.7581410
-6.1447236,35.7579667
-6.1445902,35.7578648
-6.1445022,35.7578004
-6.1444249,35.7576314
-6.1439395,35.7564593
-6.1433528,35.7552576
-6.1431368,35.7549411
-6.1428568,35.7543242
-6.1427928,35.7542545
-6.1426808,35.7542062
-6.1425954,35.7541311
-6.1424381,35.7540024
-6.1422754,35.7538549
-6.1421581,35.7537127
-6.1420887,35.7535813
-6.1418141,35.7531923
-6.1416007,35.7528893
-6.1415100,35.7526559
-6.1414327,35.7524011
-6.1413474,35.7521919
-6.1412780,35.7520229
-6.1412327,35.7519639
-6.1413619,35.7518063
-6.1415365,35.7516307
-6.1417081,35.7514212
-6.1418429,35.7512856
-6.1421339,35.7510761
-6.1422350,35.7509775
-6.1431659,35.7506190
-6.1433010,35.7503767
-6.1433286,35.7500779
-6.1433501,35.7497636
-6.1433286,35.7495880
-6.1433614,35.7493769
-6.1433854,35.7489799
-6.1433667,35.7488297
-6.1433214,35.7484783
-6.1432494,35.7480492
-6.1432334,35.7478775
-6.1432361,35.7477702
-6.1433054,35.7475610
-6.1433667,35.7474564
-6.1434894,35.7474189
-6.1436681,35.7472928
-6.1436681,35.7471453
-6.1436762,35.7470731
-6.1458069,35.7648452
-6.1455509,35.7651134
-6.1451988,35.7655855
-6.1450762,35.7658215
-6.1449215,35.7660254
-6.1446601,35.7663740
-6.1444788,35.7666154
-6.1443615,35.7668998
-6.1441855,35.7670660
-6.1439828,35.7673825
-6.1438494,35.7677151
-6.1435881,35.7683642
-6.1434067,35.7686432
-6.1431027,35.7692118
-6.1428734,35.7697912
-6.1426280,35.7703491
-6.1425320,35.7705261
-6.1426387,35.7706817
-6.1428254,35.7708211
-6.1434067,35.7711269
-6.1435934,35.7712342
-6.1438174,35.7712288
-6.1425833,35.7704315
-6.1422824,35.7703810
-6.1418459,35.7703810
-6.1415335,35.7703158
-6.1410863,35.7703281
-6.1402224,35.7704020
-6.1394014,35.7704945
-6.1454180,35.7675103
-6.1449860,35.7675694
-6.1442820,35.7676605
-6.1440313,35.7676981
-6.1449979,35.7707894
-6.1442892,35.7709148
-6.1438811,35.7709962
-6.1438696,35.7712155
-6.1441961,35.7711323
-6.1445001,35.7710733
-6.1423606,35.7708580
-6.1422993,35.7710676
-6.1421523,35.7713941
-6.1421584,35.7715728
-6.1420788,35.7718132
-6.1419746,35.7720535
-6.1419195,35.7721706
-6.1418889,35.7727067
-6.1419011,35.7729162
-6.1418582,35.7730579
-6.1417970,35.7732674
-6.1418276,35.7735632
-6.1417724,35.7737234
-6.1417357,35.7738528
-6.1417173,35.7739637
-6.1417325,35.7740496
-6.1449690,35.7703893
-6.1448593,35.7704194
-6.1445285,35.7704724
-6.1442963,35.7705114
-6.1440676,35.7705645
-6.1439198,35.7706175
-6.1438423,35.7705999
-6.1437016,35.7706954
-6.1435045,35.7708228
-6.1434623,35.7708405
-6.1434482,35.7709361
-6.1434482,35.7710387
-6.1434834,35.7711237
-6.1434988,35.7711798
-6.1435327,35.7706777
-6.1435327,35.7705468
-6.1435186,35.7704123
-6.1434517,35.7703238
-6.1434095,35.7702778
-6.1433673,35.7701787
-6.1433673,35.7701362
-6.1433567,35.7700371
-6.1432276,35.7698404
-6.1429774,35.7695284
-6.1455903,35.7683525
-6.1453729,35.7685013
-6.1453149,35.7685877
-6.1452290,35.7686811
-6.1451570,35.7687185
-6.1451083,35.7687559
-6.1450804,35.7688119
-6.1450131,35.7688819
-6.1449109,35.7690080
-6.1448343,35.7690617
-6.1447902,35.7691295
-6.1447182,35.7692322
-6.1445998,35.7693116
-6.1445093,35.7693700
-6.1444606,35.7694937
-6.1444072,35.7695965
-6.1443909,35.7696922
-6.1443073,35.7697926
-6.1442841,35.7698743
-6.1442191,35.7699163
-6.1440380,35.7700845
-6.1440078,35.7701545
-6.1439568,35.7702409
-6.1438732,35.7703530
-6.1438407,35.7704090
-6.1438593,35.7704978
-6.1556761,35.7703070
-6.1535558,35.7691175
-6.1495058,35.7719879
-6.1496393,35.7721326
-6.1498614,35.7719018
-6.1500595,35.7716538
-6.1503141,35.7714262
-6.1505486,35.7711741
-6.1508679,35.7708895
-6.1512276,35.7706537
-6.1517208,35.7704139
-6.1521492,35.7703285
-6.1525292,35.7703163
-6.1535905,35.7703351
-6.1555082,35.7703041
-6.1562276,35.7703041
-6.1569061,35.7703022
-6.1529576,35.7703163
-6.1528040,35.7704139
-6.1526949,35.7705155
-6.1524968,35.7706171
-6.1522503,35.7707025
-6.1520765,35.7707676
-6.1519795,35.7708529
-6.1540571,35.7703131
-6.1536103,35.7715095
-6.1527757,35.7715149
-6.1521330,35.7715014
-6.1519410,35.7715283
-6.1518946,35.7709708
-6.1518420,35.7710643
-6.1518461,35.7712310
-6.1518824,35.7713693
-6.1518824,35.7715522
-6.1518259,35.7717067
-6.1518016,35.7718856
-6.1517976,35.7720645
-6.1517976,35.7725845
-6.1541597,35.7691203
-6.1556718,35.7691167
-6.1554638,35.7692028
-6.1553251,35.7692323
-6.1551918,35.7693262
-6.1550398,35.7694147
-6.1550158,35.7694254
-6.1550678,35.7703025
-6.1566773,35.7690811
-6.1564159,35.7697321
-6.1560612,35.7697375
-6.1559785,35.7697723
-6.1559199,35.7698287
-6.1559119,35.7699547
-6.1559381,35.7702995
-6.1478018,35.7609007
-6.1478946,35.7609568
-6.1480061,35.7611716
-6.1481918,35.7614985
-6.1485075,35.7622644
-6.1487768,35.7629929
-6.1490740,35.7635253
-6.1495104,35.7642258
-6.1503183,35.7653186
-6.1506526,35.7656548
-6.1510891,35.7659537
-6.1514884,35.7662152
-6.1520277,35.7665297
-6.1530144,35.7670984
-6.1539691,35.7673666
-6.1542358,35.7673988
-6.1556385,35.7670930
-6.1563212,35.7668409
-6.1566679,35.7666907
-6.1569292,35.7666263
-6.1570305,35.7666156
-6.1571052,35.7666317
-6.1571692,35.7665941
-6.1572865,35.7666102
-6.1575425,35.7665995
-6.1578839,35.7665351
-6.1583639,35.7663903
-6.1585239,35.7663152
-6.1528694,35.7670148
-6.1529613,35.7671286
-6.1529936,35.7672506
-6.1529976,35.7673847
-6.1530744,35.7675555
-6.1531674,35.7677384
-6.1532402,35.7678970
-6.1532874,35.7681162
-6.1533274,35.7683442
-6.1533700,35.7685373
-6.1533754,35.7689530
-6.1533829,35.7691230
-6.1543436,35.7674945
-6.1547721,35.7676409
-6.1550793,35.7677384
-6.1554673,35.7678685
-6.1556048,35.7679336
-6.1557745,35.7680352
-6.1559604,35.7681531
-6.1561666,35.7682507
-6.1563323,35.7683686
-6.1564617,35.7685068
-6.1566436,35.7687751
-6.1567365,35.7688890
-6.1568659,35.7690150
-6.1569328,35.7690434
-6.0289298,35.5383985
-6.0293699,35.5383617
-6.0298438,35.5382812
-6.0301423,35.5382936
-6.0303608,35.5383060
-6.0304382,35.5383945
-6.0305623,35.5386156
-6.0310845,35.5394361
-6.0313326,35.5398475
-6.0316068,35.5402830
-6.0318027,35.5406025
-6.0319572,35.5406616
-6.0322183,35.5406353
-6.0325382,35.5405412
-6.0329778,35.5405193
-6.0332933,35.5405740
-6.0338025,35.5406265
-6.0340375,35.5405981
-6.0343030,35.5406200
-6.0346621,35.5406878
-6.0352366,35.5408760
-6.0355064,35.5409854
-6.0358372,35.5411452
-6.0363203,35.5414099
-6.0366684,35.5416878
-6.0370645,35.5419986
-6.0374170,35.5422283
-6.0377021,35.5424668
-6.0381852,35.5427557
-6.0385812,35.5429745
-6.0389903,35.5430533
-6.0393167,35.5431539
-6.0396802,35.5433446
-6.0407635,35.5438645
-6.0411697,35.5441925
-6.0415021,35.5442730
-6.0420314,35.5443101
-6.0428562,35.5444958
-6.0430777,35.5445824
-6.0433978,35.5446319
-6.0446411,35.5445515
-6.0451950,35.5447557
-6.0456751,35.5447743
-6.0458474,35.5448300
-6.0464383,35.5450714
-6.0471707,35.5451642
-6.0475400,35.5451518
-6.0482663,35.5452509
-6.0486355,35.5451952
-6.0495649,35.5451642
-6.0502912,35.5449414
-6.0505989,35.5449166
-6.0510667,35.5448548
-6.0517006,35.5448548
-6.0528023,35.5448671
-6.0532578,35.5447124
-6.0538609,35.5445143
-6.0541318,35.5444710
-6.0550611,35.5441801
-6.0553935,35.5439449
-6.0558428,35.5437283
-6.0560643,35.5435488
-6.0569137,35.5430537
-6.0575107,35.5427999
-6.0579908,35.5425152
-6.0584584,35.5424534
-6.0455436,35.5212772
-6.0472720,35.5244583
-6.2279464,35.7562895
-6.2285957,35.7571905
-6.2288824,35.7574265
-6.2290886,35.7576077
-6.2292213,35.7578985
-6.2293090,35.7582561
-6.2294109,35.7591763
-6.2294298,35.7588116
-6.2296384,35.7596364
-6.2296636,35.7058977
-6.2300030,35.7604213
-6.2300033,35.7058306
-6.2300742,35.7056642
-6.2301001,35.7606000
-6.2301337,35.7601989
-6.2302136,35.7609018
-6.2302785,35.7610207
-6.2303553,35.7611039
-6.1438882,35.8239302
-6.1439000,35.8238232
-6.1439591,35.8242035
-6.1439709,35.8237400
-6.1441836,35.8245778
-6.1442131,35.8055694
-6.1442249,35.8056883
-6.1442557,35.8235488
-6.1442604,35.8054744
-6.1442840,35.8058844
-6.1443194,35.8052040
-6.1443194,35.8054268
-6.1443312,35.8061220
-6.1443785,35.8062468
-6.1444081,35.8248809
-6.1444908,35.8064489
-6.1498226,35.7723686
-6.1498892,35.7742702
-6.1499082,35.7739997
-6.1499673,35.7735838
-6.1501091,35.7733817
-6.1501416,35.7727311
-6.1501918,35.7733104
-6.1503218,35.7731559
-6.1503690,35.7729658
-6.1503690,35.7730609
-6.1515358,35.8059765
-6.1515535,35.8057685
-6.1516538,35.7792426
-6.1517492,35.7790209
-6.1518785,35.8063686
-6.1518862,35.7795243
-6.1519041,35.7787751
-6.1519816,35.7826229
-6.1520114,35.7797341
-6.1520233,35.7808968
-6.1520412,35.7799618
-6.1520412,35.7805731
-6.1520412,35.7813283
-6.1521089,35.8065819
-6.1521007,35.7814602
-6.1521603,35.7776124
-6.1521660,35.7772882
-6.1521961,35.7785893
-6.1522676,35.7817239
-6.1523331,35.7823951
-6.1523510,35.7819216
-6.1523927,35.7822872
-6.1524702,35.7820775
-6.1526853,35.7910052
-6.1526651,35.8065037
-6.1535794,35.8048112
-6.1536985,35.8052976
-6.1537690,35.7914840
-6.1541814,35.8053319
-6.1542527,35.8058878
-6.1542534,35.7916503
-6.1544658,35.8055833
-6.1546083,35.8047747
-6.1549815,35.8064742
-6.1554188,35.7920804
-6.1555772,35.8035864
-6.1555055,35.8522274
-6.1558725,35.8524889
-6.1560025,35.8525780
-6.1558399,35.7920958
-6.1561635,35.8526151
-6.1565224,35.8524413
-6.1572407,35.7921330
-6.1571959,35.8520551
-6.1573229,35.8520278
-6.1575385,35.8534752
-6.1577453,35.8523878
-6.1577695,35.7921418
-6.1579284,35.8531187
-6.1581293,35.8527622
-6.1582223,35.7921388
-6.1581765,35.8528335
-6.1584360,35.7921376
-6.1590268,35.7921376
-6.1596176,35.7921614
-6.1600193,35.7921970
-6.1602084,35.7922445
-6.1604683,35.7922564
-6.1605628,35.7922921
-6.1607046,35.7923990
-6.1608464,35.7924703
-6.1610644,35.7925338
-6.1612081,35.7925903
-6.1614388,35.7926564
-6.1636913,35.7949675
-6.1638331,35.7949081
-6.1639631,35.7949081
-6.1642112,35.7949675
-6.1643057,35.7950150
-6.1644121,35.7951458
-6.1645657,35.7952290
-6.1651637,35.7952393
-6.1676554,35.7913251
-6.1680439,35.7906966
-6.1682225,35.7917707
-6.1683854,35.7733241
-6.1683997,35.7917885
-6.1688369,35.7919490
-6.1689162,35.7732896
-6.1695399,35.7919787
-6.1695424,35.7732777
-6.1695483,35.7734203
-6.1695837,35.7735273
-6.1696310,35.7736105
-6.1696842,35.7731470
-6.1697019,35.7736818
-6.1697551,35.7730817
-6.1697905,35.7727370
-6.1698023,35.7729747
-6.1698141,35.7728202
-6.1698732,35.7737472
-6.1701492,35.7738469
-6.1702429,35.7920500
-6.1703433,35.7920500
-6.1705501,35.7920025
-6.1738022,35.7661340
-6.1739203,35.7662291
-6.1740266,35.7662885
-6.1740975,35.7663004
-6.1743338,35.7662885
-6.1744874,35.7663361
-6.1745406,35.7880718
-6.1745701,35.7664074
-6.1746647,35.7879649
-6.1747356,35.7664668
-6.1747356,35.7878579
-6.1748242,35.7878104
-6.1748773,35.7664787
-6.1750379,35.7951835
-6.1750900,35.7878163
-6.1752377,35.7954577
-6.1753381,35.7956776
-6.1753553,35.7727771
-6.1753677,35.7965213
-6.1754031,35.7724325
-6.1754208,35.7963015
-6.1754326,35.7966283
-6.1754681,35.7688079
-6.1754799,35.7710065
-6.1755153,35.7664787
-6.1755212,35.7676671
-6.1755685,35.7879114
-6.1756689,35.7879173
-6.1757398,35.7878936
-6.1757989,35.7878282
-6.1758521,35.7876202
-6.1758875,35.7875430
-6.1759018,35.7727586
-6.1759249,35.7967207
-6.1759938,35.7874242
-6.1760766,35.7873647
-6.1768727,35.7726537
-6.1769745,35.7968481
-6.1771036,35.7725404
-6.1772599,35.7724942
-6.1776709,35.7724532
-6.1779365,35.7724517
-6.1779011,35.7969538
-6.1780283,35.7969350
-6.1780989,35.7963626
-6.1781779,35.7724879
-6.1787512,35.7726712
-6.1790037,35.7729140
-6.1790914,35.7729330
-6.1792627,35.7728714
-6.1794674,35.7729439
-6.1795841,35.7729041
-6.1798009,35.7728717
-6.1804787,35.7966938
-6.1884338,35.7766111
-6.1886569,35.7779589
-6.2057432,35.7954458
-6.2170436,35.8072290
-6.2207010,35.8104349
-6.2208712,35.8097957
-6.2211008,35.8368385
-6.2214853,35.8368614
-6.2217248,35.8368388
-6.2221139,35.8368915
-6.2221438,35.8366506
-6.2221513,35.8368237
-6.2222037,35.8357775
-6.2222560,35.8356270
-6.2223309,35.8355893
-6.2227574,35.8355442
-6.2233784,35.8355743
-6.2236777,35.8355969
-6.2239396,35.8356345
-6.2241566,35.8356872
-6.2243437,35.8356947
-6.2245083,35.8357399
-6.2247103,35.8357624
-6.2248675,35.8357022
-6.2249947,35.8356345
-6.2253014,35.8355818
-6.2258402,35.8355818
-6.2260422,35.8355517
-6.2266333,35.8356420
-6.2270224,35.8356721
-6.2274789,35.8356119
-6.2274954,35.8356577
-6.2275088,35.8356947
-6.2275238,35.8353409
-6.2275462,35.8350549
-6.2275462,35.8357323
-6.2275761,35.8349721
-6.2276285,35.8348968
-6.2276809,35.8357775
-6.2278081,35.8348517
-6.2278979,35.8348141
-6.2279353,35.8357775
-6.2279727,35.8347237
-6.2280400,35.8357399
-6.2280999,35.8345356
-6.2280493,35.8327220
-6.2281673,35.8343549
-6.2281673,35.8356345
-6.2282271,35.8333764
-6.2282570,35.8341818
-6.2283468,35.8338958
-6.2283768,35.8355065
-6.2284890,35.8354614
-6.2286162,35.8354538
-6.2288781,35.8353861
-6.2290277,35.8353710
-6.2291026,35.8353108
-6.2292148,35.8352581
-6.2302342,35.8487207
-6.2306215,35.8492131
-6.2307263,35.8493184
-6.2308235,35.8493711
-6.2309582,35.8494163
-6.2310854,35.8494389
-6.2312051,35.8494314
-6.2313249,35.8493636
-6.2314745,35.8492507
-6.2380079,35.8208042
-6.2383209,35.8206913
-6.2384391,35.8205963
-6.2385572,35.8204418
-6.2385808,35.8203586
-6.2386281,35.8202813
-6.2387758,35.8199248
-6.2388880,35.8198476
-6.2390179,35.8196871
-6.2391774,35.8195386
-6.2392424,35.8194079
-6.2393133,35.8193366
-6.2395318,35.8192474
-6.2398035,35.8192415
-6.2400457,35.8193128
-6.2402985,35.8219395
-6.2403292,35.8194376
-6.2404230,35.8220719
-6.2405242,35.8195505
-6.2406061,35.8237772
-6.2406770,35.8236940
-6.2406836,35.8196871
-6.2407124,35.8221610
-6.2407368,35.8197109
-6.2408010,35.8212162
-6.2408542,35.8235871
-6.2409613,35.8197584
-6.2410077,35.8234563
-6.2411849,35.8232543
-6.2413267,35.8230047
-6.2413444,35.8225413
-6.2413858,35.8226007
-6.2413865,35.8199129
-6.2414094,35.8228027
-6.2414633,35.8199842
-6.2415342,35.8201209
-6.2438430,35.8283704
-6.2439670,35.8280673
-6.2442505,35.8277583
-6.2445813,35.8275028
-6.2446106,35.8271637
-6.2447467,35.8267482
-6.2448589,35.8264511
-6.2450007,35.8262907
-6.2451163,35.8260881
-6.2453787,35.8257500
-6.2455559,35.8256549
-6.2458749,35.8255360
-6.2461584,35.8255242
-6.2464419,35.8255717
-6.2466309,35.8255717
-6.2467609,35.8256074
-6.2469026,35.8256549
-6.2473161,35.8258926
-6.2474815,35.8259282
-6.2480131,35.8259163
-6.2483321,35.8259282
-6.2485801,35.8259163
-6.2486865,35.8259639
-6.2488400,35.8259520
-6.2489818,35.8258450
