latitude,longitude
-6.1751642,35.7636403
-6.1757208,35.7383628
-6.1703755,35.7417724
-6.1755375,35.7382022
-6.1804908,35.7416669
-6.1744495,35.7633317
-6.1675745,35.7536301
-6.1622377,35.7551653
-6.1706428,35.7417724
-6.1751983,35.7389586
-6.1710908,35.7420998
-6.1861134,35.7532274
-6.1641214,35.7548132
-6.1702339,35.7419043
-6.1915105,35.7516764
-6.1708132,35.7419740
-6.1914443,35.7519428
-6.1748580,35.7631006
-6.1817538,35.7526793
-6.1813787,35.7523332
-6.1707593,35.7422309
-6.1707498,35.7418545
-6.1647546,35.7550991
-6.1753266,35.7382391
-6.1704693,35.7417451
-6.1644011,35.7559202
-6.1661710,35.7541821
-6.1757388,35.7384398
-6.1672580,35.7544217
-6.1753715,35.7387089
-6.1746578,35.7631265
-6.1707162,35.7423004
-6.1739051,35.7426667
-6.1649860,35.7545171
-6.1702113,35.7421665
-6.1755722,35.7387104
-6.1701974,35.7420087
-6.1704394,35.7423703
-6.1756813,35.7382946
-6.1622293,35.7545328
-6.1683421,35.7546758
-6.1701944,35.7420885
-6.1746896,35.7638615
-6.1702944,35.7418272
-6.1735524,35.7427033
-6.1725694,35.7428676
-6.1819478,35.7525163
-6.1757157,35.7385731
-6.1627815,35.7525151
-6.1753142,35.7386760
-6.1702993,35.7422979
-6.1751698,35.7633501
-6.1663979,35.7556569
-6.1703648,35.7423430
-6.1702470,35.7422378
-6.1621636,35.7545486
-6.1809130,35.7417622
-6.1641840,35.7549610
-6.1754683,35.7387294
-6.1639275,35.7553165
-6.1661411,35.7561470
-6.1754647,35.7381946
-6.1742039,35.7426633
-6.1624058,35.7525380
-6.1752322,35.7383500
-6.1682417,35.7542575
-6.1806631,35.7416737
-6.1674173,35.7539857
-6.1705787,35.7417504
-6.1752668,35.7386299
-6.1669668,35.7550984
-6.1621271,35.7546202
-6.1829640,35.7421499
-6.1816520,35.7422213
-6.1708213,35.7421092
-6.1824657,35.7420814
-6.1645549,35.7555781
-6.1707007,35.7418076
-6.1677317,35.7549719
-6.1752083,35.7384455
-6.1664346,35.7557078
-6.1814358,35.7417900
-6.1707879,35.7419108
-6.1756354,35.7386744
-6.1818946,35.7521787
-6.1752204,35.7385432
-6.1627895,35.7529618
-6.1635736,35.7552276
-6.1678597,35.7575577
-6.1749991,35.7638278
-6.1617738,35.7552556
-6.1692292,35.7482556
-6.1946030,35.7326903
-6.1644607,35.7543358
-6.1627270,35.7531925
-6.1636341,35.7473975
-6.1667013,35.7473619
-6.1964294,35.7286517
-6.1956370,35.7340809
-6.1960706,35.7301975
-6.1947959,35.7331204
-6.1691320,35.7430764
-6.1985288,35.7284013
-6.1647352,35.7536422
-6.1975169,35.7283196
-6.1887752,35.7412915
-6.1746675,35.7626124
-6.1689094,35.7496301
-6.1665140,35.7566802
-6.1956133,35.7310130
-6.1994985,35.7933875
-6.1896124,35.7463405
-6.1908067,35.7448048
-6.1677142,35.7502920
-6.1675589,35.7507102
-6.1667842,35.7498761
-6.1616892,35.7533566
-6.1618623,35.7553847
-6.1810363,35.7290474
-6.1678586,35.7468556
-6.1901053,35.7419528
-6.1556017,35.7654930
-6.1589719,35.7622213
-6.1606945,35.7612609
-6.1556978,35.7657228
-6.1554409,35.7649129
-6.1555133,35.7652112
-6.1564739,35.7660217
-6.1587044,35.7645865
-6.1616986,35.7595110
-6.1610477,35.7604327
-6.1606098,35.7597430
-6.1618851,35.7602227
-6.1607868,35.7603704
-6.1583623,35.7420813
-6.1586290,35.7429202
-6.1655890,35.7473757
-6.1672542,35.7477764
-6.1747619,35.7438256
-6.1749203,35.7433303
-6.1750710,35.7428588
-6.1752316,35.7439737
-6.1753897,35.7434795
-6.1757270,35.7441298
-6.1755413,35.7430054
-6.1758847,35.7436368
-6.1760479,35.7431633
-6.1762222,35.7442813
-6.1763798,35.7437895
-6.1765195,35.7433057
-6.1768976,35.7492489
-6.1784414,35.7455383
-6.1785853,35.7450311
-6.1787630,35.7444439
-6.1791003,35.7404129
-6.1789456,35.7438857
-6.1790252,35.7487690
-6.1792750,35.7412111
-6.1796446,35.7458120
-6.1795409,35.7476381
-6.1797592,35.7453919
-6.1799342,35.7401996
-6.1799619,35.7449435
-6.1801073,35.7410720
-6.1801678,35.7445162
-6.1803868,35.7475294
-6.1805543,35.7456402
-6.1806966,35.7452807
-6.1808660,35.7449254
-6.1810567,35.7445977
-6.1882422,35.7515891
-6.1890629,35.7485757
-6.1895005,35.7513958
-6.1903032,35.7483831
-6.1907519,35.7511858
-6.1603336,35.7488383
-6.1867621,35.7444460
-6.1862361,35.7450488
-6.1776287,35.7491078
-6.1996334,35.7284418
-6.1743485,35.7451190
-6.1667131,35.7459582
-6.1632300,35.7513137
-6.1862705,35.7544221
-6.1865469,35.7572385
-6.1862829,35.7637314
-6.1866856,35.7666571
-6.1868638,35.7701755
-6.1891648,35.7809735
-6.1949693,35.7873359
-6.1936702,35.7852950
-6.1880031,35.7759337
-6.1889053,35.7803455
-6.1885124,35.7768285
-6.1874267,35.7740787
-6.1875461,35.7751799
-6.1874554,35.7746215
-6.1845782,35.7453912
-6.0059435,35.4020047
-6.0087933,35.4140141
-6.0106937,35.4218071
-6.0135404,35.4338372
-6.0168801,35.4477364
-6.0172108,35.4485518
-6.0175927,35.4492037
-6.0180572,35.4497709
-6.0212333,35.4527897
-6.0216295,35.4533852
-6.0218095,35.4714900
-6.0218396,35.4747042
-6.0220495,35.4653531
-6.0218719,35.4538029
-6.0224464,35.4562468
-6.0226028,35.4828893
-6.0228903,35.4846242
-6.0232712,35.4866338
-6.0255172,35.4952758
-6.0258875,35.4960788
-6.0275464,35.4979805
-6.0320978,35.5001666
-6.0341328,35.5018848
-6.0487250,35.5272952
-6.0521601,35.5338564
-6.0532269,35.5354426
-6.0575036,35.5411765
-6.0594599,35.5696333
-6.0595361,35.5690969
-6.0597190,35.5732117
-6.0597571,35.5683766
-6.0598638,35.5745603
-6.0600314,35.5753879
-6.0603972,35.5763074
-6.0613039,35.5646142
-6.0619685,35.5783653
-6.0615737,35.5470049
-6.0616849,35.5632886
-6.0619135,35.5479250
-6.0621116,35.5487066
-6.0622793,35.5602772
-6.0625840,35.5548520
-6.0625606,35.5560762
-6.0653825,35.5824155
-6.0659825,35.5833110
-6.0706783,35.5901108
-6.0754271,35.5962396
-6.0789797,35.6006116
-6.0805693,35.6023925
-6.0832471,35.6051660
-6.0847087,35.6070167
-6.0882452,35.6141782
-6.0890747,35.6164312
-6.0894934,35.6183088
-6.0896801,35.6221765
-6.0896630,35.6244034
-6.0897926,35.6256600
-6.0900440,35.6271236
-6.0904707,35.6287404
-6.0916517,35.6316445
-6.0923045,35.6327659
-6.0932380,35.6341392
-6.0971319,35.6383449
-6.1073038,35.6487197
-6.1096508,35.6514180
-6.1121243,35.6547774
-6.1134052,35.6565039
-6.1191470,35.6642337
-6.1266453,35.6743360
-6.1290952,35.6776587
-6.1326661,35.6824299
-6.1359730,35.6866923
-6.1387173,35.7466471
-6.1399717,35.6922834
-6.1400454,35.7467008
-6.1419334,35.7233163
-6.1419334,35.7233876
-6.1419476,35.7232421
-6.1419703,35.7234247
-6.1423469,35.7469448
-6.1426256,35.7212277
-6.1427135,35.7209880
-6.1428412,35.7207541
-6.1429362,35.7470226
-6.1430057,35.7205230
